34,  score: 0.9896087050437927,"  label: ""Left""",1089,0.6398259401321411,0.8415929079055786,-3.5662265872815624e-05,0.6165269613265991,0.8532429933547974,-0.0004779505543410778,0.5947529077529907,0.8419530391693115,-0.007726789452135563,0.583179771900177,0.8229499459266663,-0.013274617493152618,0.5778085589408875,0.8060595989227295,-0.020039496943354607,0.5834697484970093,0.8368386030197144,-0.03110012412071228,0.5627414584159851,0.8112717270851135,-0.04233371093869209,0.5543608069419861,0.7902774810791016,-0.04877914488315582,0.5486819744110107,0.7722720503807068,-0.05410939082503319,0.5949873328208923,0.8309195041656494,-0.03504037857055664,0.5784335136413574,0.7963575124740601,-0.0472639836370945,0.5699492692947388,0.773520290851593,-0.054864928126335144,0.5649240612983704,0.7552394866943359,-0.06206073239445686,0.6083126664161682,0.8249545693397522,-0.03690054267644882,0.5955976843833923,0.7930024266242981,-0.04482213035225868,0.587860643863678,0.7704128623008728,-0.051652152091264725,0.5830709338188171,0.7537904977798462,-0.05875131115317345,0.6212364435195923,0.8195077180862427,-0.03821848705410957,0.6129061579704285,0.7935982942581177,-0.044431861490011215,0.6083680391311646,0.777340829372406,-0.049694787710905075,0.6046480536460876,0.7653918266296387,-0.055513642728328705
35,  score: 0.5463790893554688,"  label: ""Left""",1122,0.4844280779361725,0.6591163277626038,-2.761642463156022e-05,0.510170042514801,0.6476514935493469,-0.0036524515599012375,0.5219102501869202,0.6229261755943298,-0.001915056724101305,0.5266577005386353,0.5994404554367065,0.004796643275767565,0.5309467315673828,0.5822452306747437,0.01147149782627821,0.5088478326797485,0.5938611626625061,-0.015467259101569653,0.5234466791152954,0.5685336589813232,0.0014356550527736545,0.5284627676010132,0.5751664638519287,0.018981564790010452,0.5279562473297119,0.5842866897583008,0.02891283482313156,0.4969533383846283,0.5904312133789062,-0.00611046701669693,0.5118194222450256,0.5689370632171631,0.016711488366127014,0.5176237225532532,0.5785058736801147,0.03396697714924812,0.5181581974029541,0.5878797769546509,0.040683336555957794,0.4878864586353302,0.5923149585723877,0.005520746577531099,0.5024710297584534,0.5779222846031189,0.027139635756611824,0.5081785321235657,0.5879760384559631,0.03510401397943497,0.5080103874206543,0.598071813583374,0.035241175442934036,0.4819251000881195,0.5963277816772461,0.017020205035805702,0.4942891001701355,0.5855082869529724,0.03224470466375351,0.4992871582508087,0.5919781923294067,0.038210876286029816,0.49915918707847595,0.6000418663024902,0.04082045704126358
35,  score: 0.9812495112419128,"  label: ""Left""",1122,0.6264621019363403,0.8435048460960388,-2.7223954020882957e-05,0.6054899096488953,0.850010335445404,0.002316483296453953,0.586340069770813,0.8386482000350952,-0.005205253139138222,0.5750741362571716,0.8218581080436707,-0.011713347397744656,0.5690920352935791,0.807042121887207,-0.019324807450175285,0.575019359588623,0.8377442955970764,-0.026990454643964767,0.5564838647842407,0.8142343163490295,-0.04195491597056389,0.5480698347091675,0.7933021187782288,-0.050610024482011795,0.5424618721008301,0.7764706611633301,-0.056705087423324585,0.5843068361282349,0.8332376480102539,-0.03354807570576668,0.5669501423835754,0.8017860651016235,-0.04956643655896187,0.55838942527771,0.7779761552810669,-0.05876249447464943,0.5531163811683655,0.7589385509490967,-0.06635690480470657,0.5965921878814697,0.8280997276306152,-0.03816777840256691,0.5844911336898804,0.7975641489028931,-0.04774828627705574,0.5771303772926331,0.7759794592857361,-0.053238172084093094,0.5724741220474243,0.7600989937782288,-0.05821039155125618,0.6091229915618896,0.8224186897277832,-0.042425837367773056,0.6011710166931152,0.7975382208824158,-0.050501499325037,0.5969185829162598,0.7807793617248535,-0.05603848025202751,0.5938147306442261,0.7674522399902344,-0.06132420524954796
36,  score: 1.0,"  label: ""Left""",1155,0.6097597479820251,0.8405861258506775,-1.9839015294564888e-05,0.588448166847229,0.8437634110450745,0.001379178836941719,0.5717096924781799,0.8264553546905518,-0.006792956963181496,0.5661599040031433,0.8025316596031189,-0.012225654907524586,0.5660169124603271,0.7847574949264526,-0.01621546410024166,0.5680381059646606,0.8262275457382202,-0.05106297507882118,0.551598072052002,0.7956076860427856,-0.0671665295958519,0.5430893301963806,0.7747591733932495,-0.0699334442615509,0.5380626320838928,0.7578230500221252,-0.06957094371318817,0.5814288258552551,0.8191297650337219,-0.05333497375249863,0.5692605376243591,0.7792313694953918,-0.06912201642990112,0.5634612441062927,0.7564074397087097,-0.06663201004266739,0.5594804883003235,0.7392458915710449,-0.06432975828647614,0.5953709483146667,0.8113841414451599,-0.05225590988993645,0.5866367816925049,0.7720208168029785,-0.06452560424804688,0.5810436606407166,0.7507332563400269,-0.06191067397594452,0.576414942741394,0.7342535257339478,-0.05983904004096985,0.6081449389457703,0.8042920231819153,-0.049437522888183594,0.6009141802787781,0.7748866677284241,-0.05563758313655853,0.5974846482276917,0.7627527713775635,-0.053309619426727295,0.5946150422096252,0.7536408305168152,-0.051471322774887085
36,  score: 0.6927613019943237,"  label: ""Right""",1155,0.49431052803993225,0.6422456502914429,-4.041724605485797e-05,0.5169955492019653,0.6332099437713623,-0.005543829407542944,0.5289007425308228,0.6076446771621704,-0.00607730308547616,0.5350253582000732,0.5825644731521606,-0.0013834410347044468,0.5413177609443665,0.565721869468689,0.004042423330247402,0.5157444477081299,0.5830537676811218,-0.026322534307837486,0.5324633121490479,0.55353182554245,-0.008993911556899548,0.5391457676887512,0.5634186863899231,0.012010801583528519,0.5373164415359497,0.573188841342926,0.022460339590907097,0.5026373863220215,0.578973114490509,-0.01698494702577591,0.5209726095199585,0.5530136823654175,0.0022778313141316175,0.5275260210037231,0.5660780072212219,0.01982751116156578,0.5255725383758545,0.578069269657135,0.026992660015821457,0.49311137199401855,0.5799352526664734,-0.004636171739548445,0.5103991031646729,0.5577025413513184,0.01299605518579483,0.5170384049415588,0.5683259963989258,0.02192954532802105,0.5153176784515381,0.5799380540847778,0.02232098951935768,0.48681414127349854,0.5832542777061462,0.007660694885998964,0.5003637075424194,0.5667197704315186,0.01942061260342598,0.506502091884613,0.5727324485778809,0.02350601926445961,0.5062065124511719,0.5811678767204285,0.023830359801650047
37,  score: 0.9999987483024597,"  label: ""Left""",1188,0.6021549105644226,0.8393910527229309,-1.2155637705291156e-05,0.5815165638923645,0.8388694524765015,-0.00399701576679945,0.5667141079902649,0.8188719153404236,-0.014126915484666824,0.5621625185012817,0.7961134910583496,-0.02062431536614895,0.56023108959198,0.7773417234420776,-0.025408275425434113,0.5627774000167847,0.8150156140327454,-0.052560433745384216,0.5485584735870361,0.785141110420227,-0.07479280978441238,0.5407178997993469,0.7622389197349548,-0.0864233449101448,0.5358405709266663,0.74199378490448,-0.0928507149219513,0.5760859251022339,0.8072468042373657,-0.052940912544727325,0.5663632154464722,0.7728521227836609,-0.07348945736885071,0.5604736804962158,0.7480363249778748,-0.078055240213871,0.5572079420089722,0.7278607487678528,-0.08044201880693436,0.5901910662651062,0.7992698550224304,-0.050372783094644547,0.5829939842224121,0.7634178996086121,-0.06743000447750092,0.5781220197677612,0.7385748624801636,-0.07359406352043152,0.5745442509651184,0.7176483273506165,-0.07710424810647964,0.6021393537521362,0.793065071105957,-0.04576169699430466,0.5972245931625366,0.7631885409355164,-0.05623698607087135,0.5936598181724548,0.7459883093833923,-0.058411482721567154,0.5902809500694275,0.7307177782058716,-0.05993592366576195
37,  score: 0.8735281229019165,"  label: ""Right""",1188,0.497142493724823,0.6312459111213684,-2.6749981770990416e-05,0.5217612385749817,0.6205307245254517,-0.0034837620332837105,0.5322098731994629,0.5978313088417053,-0.003154777456074953,0.5367669463157654,0.576183021068573,0.0022950340062379837,0.5408278703689575,0.5592122673988342,0.007625306025147438,0.5203097462654114,0.5735346078872681,-0.02699248678982258,0.5339526534080505,0.5451378226280212,-0.011307161301374435,0.5411065816879272,0.5518462657928467,0.009686795994639397,0.5404719114303589,0.5610791444778442,0.022457603365182877,0.5077111124992371,0.5705811381340027,-0.01845702901482582,0.5224689841270447,0.5474892258644104,0.001115415128879249,0.5293393135070801,0.5580042004585266,0.018702508881688118,0.5291153192520142,0.5674864053726196,0.025799032300710678,0.49807238578796387,0.5717235207557678,-0.006882570683956146,0.5126357078552246,0.5555689334869385,0.012730078771710396,0.5188772082328796,0.566321849822998,0.021988127380609512,0.5180539488792419,0.5765339136123657,0.021558672189712524,0.49106094241142273,0.5737240314483643,0.004505976568907499,0.5040517449378967,0.5617476105690002,0.0189287681132555,0.5093278884887695,0.5685532093048096,0.02386246621608734,0.5088191628456116,0.5764564871788025,0.024567989632487297
38,  score: 1.0,"  label: ""Left""",1221,0.6057869791984558,0.8437936305999756,-2.7745629267883487e-05,0.5805806517601013,0.8401180505752563,0.009467298164963722,0.5645917057991028,0.8160707354545593,0.005535590928047895,0.5599343776702881,0.7896417379379272,0.003469092072919011,0.558528482913971,0.7687519192695618,0.0025110302958637476,0.5603156089782715,0.81174635887146,-0.04638120159506798,0.5465815663337708,0.7741843461990356,-0.06253638118505478,0.5402889847755432,0.749350905418396,-0.06465348601341248,0.5363073348999023,0.7304534912109375,-0.0629749670624733,0.5753278732299805,0.8038089871406555,-0.04909299686551094,0.5655032396316528,0.7604792714118958,-0.06073974445462227,0.5606644153594971,0.7374455332756042,-0.0515446700155735,0.559052586555481,0.7223582863807678,-0.042698875069618225,0.5911878943443298,0.7947505116462708,-0.04803028330206871,0.5833826065063477,0.750991940498352,-0.05906825140118599,0.5792537331581116,0.7254024147987366,-0.05581973120570183,0.577286958694458,0.7070781588554382,-0.050945915281772614,0.6046020984649658,0.7868010997772217,-0.043555498123168945,0.5983588695526123,0.7498246431350708,-0.04911014810204506,0.5954598784446716,0.7294396758079529,-0.04669423773884773,0.5933936834335327,0.7124077081680298,-0.044090040028095245
38,  score: 0.9642361402511597,"  label: ""Right""",1221,0.4972827136516571,0.6237980127334595,-2.3043139663059264e-05,0.5216465592384338,0.6129098534584045,0.0013200663961470127,0.5333999395370483,0.5901556015014648,0.0028552450239658356,0.537847638130188,0.566724419593811,0.009307825937867165,0.540039598941803,0.5495359301567078,0.016137881204485893,0.5210442543029785,0.56537264585495,-0.021599531173706055,0.5339061617851257,0.5364271402359009,-0.002151697874069214,0.539611279964447,0.5419970154762268,0.01964588463306427,0.5386020541191101,0.5506494045257568,0.03208659589290619,0.5075725317001343,0.5606564283370972,-0.014966733753681183,0.5223735570907593,0.5368333458900452,0.008059763349592686,0.5278388261795044,0.5455742478370667,0.027689894661307335,0.5268986821174622,0.5548065304756165,0.035493649542331696,0.4971773624420166,0.5616701245307922,-0.004978567361831665,0.5117357969284058,0.5436465740203857,0.016057206317782402,0.5176699757575989,0.5519093871116638,0.028376242145895958,0.5171278119087219,0.5617905855178833,0.030330831184983253,0.4894891381263733,0.5652368664741516,0.0051894341595470905,0.500927209854126,0.549936056137085,0.020249443128705025,0.5062790513038635,0.5556846261024475,0.026977965608239174,0.5062788724899292,0.5645930171012878,0.029389483854174614
39,  score: 1.0,"  label: ""Left""",1254,0.6062793135643005,0.8521795272827148,-1.5990919564501382e-05,0.5838505625724792,0.8478327393531799,0.007654394488781691,0.5693617463111877,0.8234977126121521,0.0031249576713889837,0.5665525197982788,0.7966343760490417,0.0003604479425121099,0.5677932500839233,0.7776659727096558,-0.002697242656722665,0.5646218061447144,0.8204537034034729,-0.04338454082608223,0.5503553152084351,0.7854200601577759,-0.05889931321144104,0.5437764525413513,0.7611496448516846,-0.062626913189888,0.5403940081596375,0.7420973777770996,-0.06274054944515228,0.5786633491516113,0.8137553930282593,-0.04695684835314751,0.5681362748146057,0.7704155445098877,-0.06152667477726936,0.5625913739204407,0.7451639175415039,-0.058162275701761246,0.5594177842140198,0.7268784046173096,-0.055639781057834625,0.5937732458114624,0.8075962662696838,-0.04718250781297684,0.5866578221321106,0.7633915543556213,-0.059828318655490875,0.5813899636268616,0.7377514243125916,-0.05943101644515991,0.5770944952964783,0.7179892659187317,-0.05886872485280037,0.607528567314148,0.8030006289482117,-0.04433472827076912,0.603809118270874,0.7672895193099976,-0.0508846677839756,0.6012721657752991,0.748631477355957,-0.048961199820041656,0.5985167622566223,0.7328090667724609,-0.0478912889957428
39,  score: 0.6682592630386353,"  label: ""Right""",1254,0.49272215366363525,0.6144152283668518,-3.442852175794542e-05,0.5196937322616577,0.6040674448013306,-0.003722802270203829,0.5311026573181152,0.5785725116729736,-0.002422177465632558,0.5345979332923889,0.5530925393104553,0.005516484845429659,0.5376845598220825,0.5351526141166687,0.015066605992615223,0.515752911567688,0.5522525906562805,-0.030813070014119148,0.5311367511749268,0.5221325159072876,-0.008494394831359386,0.5354952812194824,0.5327885150909424,0.016793042421340942,0.5319384336471558,0.5436796545982361,0.03093907982110977,0.5024681091308594,0.5472128987312317,-0.021925941109657288,0.5195484757423401,0.5205909013748169,0.0011066594161093235,0.52491694688797,0.5312812328338623,0.02095574326813221,0.5222228169441223,0.541519284248352,0.02795938216149807,0.493122398853302,0.5472157001495361,-0.009150725789368153,0.509601354598999,0.5247430801391602,0.011523719877004623,0.5153673887252808,0.5343953371047974,0.024270350113511086,0.5127109289169312,0.5445050001144409,0.026419173926115036,0.4867333173751831,0.5497896671295166,0.0037260144017636776,0.5005342364311218,0.5317174792289734,0.017487971112132072,0.5062402486801147,0.538038432598114,0.02374514937400818,0.5053827166557312,0.5465877652168274,0.02506774477660656
